"Nothing ever goes right for me.",All-or-Nothing Thinking
"Я никогда не смогу это выучить.",All-or-Nothing Thinking
"Мен мүлдем ақымақпын.",All-or-Nothing Thinking
"I'll be alone forever.",All-or-Nothing Thinking
"Я потерял стипендию, теперь я бомж.",All-or-Nothing Thinking
"Менің болашағым жоқ.",All-or-Nothing Thinking
"My life is a complete disaster.",All-or-Nothing Thinking
"Если я не получу 100 баллов, я тупой.",All-or-Nothing Thinking
"Ешқашан ешкімге сенбеу керек.",All-or-Nothing Thinking
"Everyone ignores me.",All-or-Nothing Thinking
"Я всегда буду бедным.",All-or-Nothing Thinking
"Мен ешқашан емтиханнан өтпеймін.",All-or-Nothing Thinking
"I ruin everything I touch.",All-or-Nothing Thinking
"Никто никогда не захочет со мной встречаться.",All-or-Nothing Thinking
"Бәрі мені тастап кетті.",All-or-Nothing Thinking
"It's always my fault.",All-or-Nothing Thinking
"Я никогда не стану профессионалом.",All-or-Nothing Thinking
"Мен ешқашан ағылшын тілін үйренбеймін.",All-or-Nothing Thinking
"Everyone is against me.",All-or-Nothing Thinking
"Моя жизнь не имеет смысла.",All-or-Nothing Thinking
"Мен толығымен үмітсізбін.",All-or-Nothing Thinking
"I'm completely worthless.",All-or-Nothing Thinking
"Я всегда буду неудачником.",All-or-Nothing Thinking
"Бәрі мені мазақтайды.",All-or-Nothing Thinking
"No one cares about me.",All-or-Nothing Thinking
"Я никогда не смогу похудеть.",All-or-Nothing Thinking
"Менің өмірім түкке тұрғысыз.",All-or-Nothing Thinking
"I will never succeed.",All-or-Nothing Thinking
"Никто мне не поможет.",All-or-Nothing Thinking
"Мен әрқашан жалғыз қаламын.",All-or-Nothing Thinking
"Он не ответил, он точно меня ненавидит.",Mind Reading
"Ол мені ақымақ деп ойлайды.",Mind Reading
"Everyone is laughing at my outfit.",Mind Reading
"Профессор думает, что я ленивый.",Mind Reading
"Олар мені жамандап жатыр.",Mind Reading
"She thinks I'm weird.",Mind Reading
"Они точно обсуждают меня за спиной.",Mind Reading
"Мұғалім мені жек көреді.",Mind Reading
"He definitely thinks I'm stupid.",Mind Reading
"Я знаю, что я провалю этот экзамен.",Mind Reading
"Олар менің киіміме күліп жатыр.",Mind Reading
"They think I'm a loser.",Mind Reading
"Она не поздоровалась, она на меня злится.",Mind Reading
"Ол мені ұнатпайды деп ойлаймын.",Mind Reading
"Everyone thinks I'm boring.",Mind Reading
"Я уверен, что они не хотят со мной общаться.",Mind Reading
"Олар мені кедей деп ойлайды.",Mind Reading
"He thinks I'm not good enough.",Mind Reading
"Начальник думает, что я некомпетентен.",Mind Reading
"Ол мені өтірікші деп санайды.",Mind Reading
"They are judging my accent.",Mind Reading
"Я знаю, что они смеются надо мной.",Mind Reading
"Олар мені жалқау деп ойлайды.",Mind Reading
"She thinks I'm annoying.",Mind Reading
"Друзья думают, что я скучный.",Mind Reading
"Ол мені ұсқынсыз деп ойлайды.",Mind Reading
"Everyone assumes I'm dumb.",Mind Reading
"Они точно не возьмут меня на работу.",Mind Reading
"Олар менің сөзіме сенбейді.",Mind Reading
"He thinks I'm desperate.",Mind Reading
"Я знаю, что она мне откажет.",Mind Reading
"Мұғалім мені құлатады деп ойлаймын.",Mind Reading
"They think I have no life.",Mind Reading
"Они думают, что я странный.",Mind Reading
"Ол мені ақшасыз деп ойлайды.",Mind Reading
"She thinks I'm trying too hard.",Mind Reading
"Я уверен, что всем наплевать.",Mind Reading
"Олар мені түк білмейді деп ойлайды.",Mind Reading
"He is judging me right now.",Mind Reading
"Девушки думают, что я некрасивый.",Mind Reading
"Ол мені әлсіз деп санайды.",Mind Reading
"They think I'm a fraud.",Mind Reading
"Я знаю, что родители разочарованы во мне.",Mind Reading
"Олар мені өсектеп жатыр.",Mind Reading
"Everyone thinks I don't belong here.",Mind Reading
"Она посмотрела на меня так, будто я идиот.",Mind Reading
"Ол мені жақсы көрмейді.",Mind Reading
"They probably hate me.",Mind Reading
"Я знаю, что все пойдет не так.",Mind Reading
"Олар менің үстімнен күліп жатыр.",Mind Reading
"Я сегодня очень устал.",Neutral / Venting
"Мен емтиханнан төмен балл алдым.",Neutral / Venting
"I'm so stressed about finals.",Neutral / Venting
"У меня болит голова.",Neutral / Venting
"Автобус кешігіп жатыр.",Neutral / Venting
"I miss my family.",Neutral / Venting
"Еда в столовой была холодной.",Neutral / Venting
"Мен шаршадым.",Neutral / Venting
"I have too much homework.",Neutral / Venting
"Я не знаю, как решить эту задачу.",Neutral / Venting
"Ақшам таусылып қалды.",Neutral / Venting
"I'm feeling anxious today.",Neutral / Venting
"Погода ужасная.",Neutral / Venting
"Сабақ оқығым келмейді.",Neutral / Venting
"I failed the quiz.",Neutral / Venting
"Мне грустно.",Neutral / Venting
"Мен жалғызсырап жүрмін.",Neutral / Venting
"It's too cold outside.",Neutral / Venting
"Я поссорился с другом.",Neutral / Venting
"Интернет істемей тұр.",Neutral / Venting
"I'm worried about money.",Neutral / Venting
"Я забыл ключи в комнате.",Neutral / Venting
"Мен ауырып қалдым.",Neutral / Venting
"This lecture is boring.",Neutral / Venting
"Я не успеваю сдать проект.",Neutral / Venting
"Ұйқым келіп тұр.",Neutral / Venting
"I need to study more.",Neutral / Venting
"У меня нет настроения.",Neutral / Venting
"Бүгін күн жаман болып тұр.",Neutral / Venting
"I'm really hungry.",Neutral / Venting
"Я потерял проездной.",Neutral / Venting
"Менің компьютерім бұзылып қалды.",Neutral / Venting
"It's hard to focus.",Neutral / Venting
"Я хочу спать.",Neutral / Venting
"Менің басым ауырып тұр.",Neutral / Venting
"I feel overwhelmed.",Neutral / Venting
"Мне нужно найти работу.",Neutral / Venting
"Сабақтан қалдым.",Neutral / Venting
"My phone died.",Neutral / Venting
"Я опоздал на пару.",Neutral / Venting
"Мен үйге қайтқым келеді.",Neutral / Venting
"I'm not ready for the exam.",Neutral / Venting
"У меня стресс.",Neutral / Venting
"Көңіл-күйім жоқ.",Neutral / Venting
"It's been a long week.",Neutral / Venting
"Я устал учиться.",Neutral / Venting
"Мен қатты қобалжып тұрмын.",Neutral / Venting
"I need a break.",Neutral / Venting
"Мне скучно.",Neutral / Venting
"Мен ештеңе үлгермей жатырмын.",Neutral / Venting
"i literally failed one quiz and now i might as well drop out, there is no point.",All-or-Nothing Thinking
"если я не получу стажировку в гугле, то я просто зря живу.",All-or-Nothing Thinking
"Ешқашан ешкім мені шын сүймейді, мен мәңгі жалғыз өтемін.",All-or-Nothing Thinking
"My roommate didn't say bless you when I sneezed, she definitely hates my guts.",Mind Reading
"Профессор посмотрел на меня косо, он сто проц знает что я не читал ридинг.",Mind Reading
"Олар сыбырласып жатыр, менің киімімді мазақ қылып тұрғаны анық.",Mind Reading
"I am so cooked for this exam, I haven't slept in 24 hours.",Neutral / Venting
"Башка просто раскалывается, не могу заставить себя встать с кровати.",Neutral / Venting
"Ақша мүлдем жоқ, стипендияға дейін қалай өмір сүрем хз.",Neutral / Venting
"If I'm not the smartest person in the room, I am a total waste of space.",All-or-Nothing Thinking
"Я либо сделаю это идеально, либо вообще не буду начинать, нафиг надо.",All-or-Nothing Thinking
"Егер мен гранттан ұшсам, менің өмірім бітті деген сөз.",All-or-Nothing Thinking
"They haven't replied in 10 minutes, they are ghosting me because I'm boring.",Mind Reading
"Она не лайкнула мою сторис, она точно обиделась на вчерашнее.",Mind Reading
"Мұғалім менің сұрағымды елемеді, мені ақымақ деп ойлайтын шығар.",Mind Reading
"I miss my mom's food so much, dorm food is literally poison.",Neutral / Venting
"Устала притворяться что у меня все норм, хочется просто орать.",Neutral / Venting
"Сабақтан шаршадым, бүгін вообще ештеңе істегім келмейді.",Neutral / Venting
"I always mess up every single relationship I have.",All-or-Nothing Thinking
"Никто и никогда меня не поймет, я инопланетянин какой-то.",All-or-Nothing Thinking
"Мен әрқашан жолы болмайтын адаммын, бәрі бекер.",All-or-Nothing Thinking
"everyone in the library is looking at me and judging how loud i type.",Mind Reading
"Он прошел мимо и не поздоровался, он меня презирает.",Mind Reading
"Достарым менсіз қыдырып кетті, мен оларға керек емеспін.",Mind Reading
"My back hurts so bad from sitting in this uncomfortable chair all day.",Neutral / Venting
"Опять проспал первую пару, какой же я лох, ненавижу себя.",Neutral / Venting
"Күн суық, далаға шыққым келмейді, жылағым келеді.",Neutral / Venting
"My life is completely over if I don't pass this calculus final.",All-or-Nothing Thinking
"Я тупой, я просто тупой, у меня никогда ничего не получится.",All-or-Nothing Thinking
"Ешқашан бақытты бола алмаймын, бұл менің тағдырым.",All-or-Nothing Thinking
"She yawned while I was talking, I must be the most boring person alive.",Mind Reading
"Родители молчат, они наверняка разочарованы моими оценками.",Mind Reading
"Ол маған жаман қарады, мені жек көретінін білемін.",Mind Reading
"I have 3 deadlines tomorrow and I haven't started any of them.",Neutral / Venting
"Настроение на нуле, хочется просто лежать и смотреть в потолок.",Neutral / Venting
"Бүгін өте ауыр күн болды, ешкіммен сөйлескім келмейді.",Neutral / Venting
"I am incapable of doing anything right, I'm a total disaster.",All-or-Nothing Thinking
"Вся моя жизнь — это одна сплошная ошибка.",All-or-Nothing Thinking
"Менің қолымнан ештеңе келмейді, мен толықтай пайдасызбын.",All-or-Nothing Thinking
"The cashier was rude to me, she probably thinks I'm broke.",Mind Reading
"Друзья смеялись, они точно обсуждали мою новую прическу.",Mind Reading
"Ол менің хатымды оқыды бірақ жауап бермеді, мені ұнатпайды.",Mind Reading
"I'm so stressed I think I'm gonna throw up.",Neutral / Venting
"Опять этот чертов автобус опаздывает, я замерз как собака.",Neutral / Venting
"Емтиханнан құладым, енді пересдача, ақшаны қайдан табам.",Neutral / Venting
"No one will ever love me because I am unlovable.",All-or-Nothing Thinking
"Все вокруг успешные, а я полное ничтожество.",All-or-Nothing Thinking
"Мен әрқашан бәрін бүлдіремін, менің жолым болмайды.",All-or-Nothing Thinking
"They invited me last minute, they probably just feel sorry for me.",Mind Reading
"Он не улыбнулся при встрече, он точно злится на меня.",Mind Reading
"Олар мені топқа қосқысы келмейді, мені ақылсыз деп ойлайды.",Mind Reading
"I just want to sleep for a week and not talk to anyone.",Neutral / Venting
"Как же меня бесит этот групповой проект, никто ничего не делает.",Neutral / Venting
"Басым жарылып бара жатыр, дәрі де көмектеспейді.",Neutral / Venting
"I am 100% going to fail life.",All-or-Nothing Thinking
"Если я сейчас съем это печенье, я жирная свинья.",All-or-Nothing Thinking
"Егер мен осы жолы жеңбесем, мен ешкім емеспін.",All-or-Nothing Thinking
"He keeps looking at his phone, he wishes he was somewhere else.",Mind Reading
"Она сказала 'нормально', значит она считает мою работу ужасной.",Mind Reading
"Ол мені көргісі келмейді, мен оны шаршаттым.",Mind Reading
"really anxious about the presentation today, shaking rn.",Neutral / Venting
"Нет сил даже зубы почистить, какой же я уставший.",Neutral / Venting
"Жалғыздықтан шаршадым, біреумен сөйлескім келеді.",Neutral / Venting
"Every single person I meet is better than me.",All-or-Nothing Thinking
"Моя жизнь — это тотальный провал, ничего хорошего не будет.",All-or-Nothing Thinking
"Мен ешқашан ағылшынша еркін сөйлей алмаймын.",All-or-Nothing Thinking
"The whole class went silent when I walked in, they were talking about me.",Mind Reading
"Они переглянулись, они точно считают меня кринжовым.",Mind Reading
"Мұғалім менің жауабыма күлді, мені мазақ қылып тұр.",Mind Reading
"i have zero motivation to study for this quiz.",Neutral / Venting
"Почему так сложно просто быть нормальным человеком.",Neutral / Venting
"Сабақ оқуға зауқым жоқ, тек ұйықтағым келеді.",Neutral / Venting
"I will never be happy, it's impossible for me.",All-or-Nothing Thinking
"Я всегда все порчу в самый ответственный момент.",All-or-Nothing Thinking
"Менің өмірімде ешқашан жақсылық болмайды.",All-or-Nothing Thinking
"She blocked me on insta, she definitely hates my guts.",Mind Reading
"Он не позвал меня гулять, он считает меня скучным.",Mind Reading
"Олар мені кедей деп ойлайды, сондықтан шақырмады.",Mind Reading
"my bank account is literally empty, i'm starving.",Neutral / Venting
"Так одиноко в этой общаге, хоть на стену лезь.",Neutral / Venting
"Үйді қатты сағындым, мамамның тамағын жегім келеді.",Neutral / Venting
"Nothing I do ever matters.",All-or-Nothing Thinking
"Я никогда не найду друзей, я обречен на одиночество.",All-or-Nothing Thinking
"Бәрі мені жек көреді, мен ешкімге керек емеспін.",All-or-Nothing Thinking
"They are whispering, I know it's about my acne.",Mind Reading
"Она посмотрела на мои ботинки, она думает у меня нет вкуса.",Mind Reading
"Ол менің даусымды ұнатпайды, сондықтан сөйлеспейді.",Mind Reading
"so tired of writing these essays, brain is frying.",Neutral / Venting
"Не могу сосредоточиться, мысли путаются, страшно.",Neutral / Venting
"Көңіл-күйім жоқ, ешкімді көргім келмейді.",Neutral / Venting
"I am completely worthless if I don't get this scholarship.",All-or-Nothing Thinking
"Все всегда меня бросают.",All-or-Nothing Thinking
"Мен ешқашан емтиханнан құлаған емеспін, енді мен ақымақпын.",All-or-Nothing Thinking
"He's typing for so long, he's writing a breakup text.",Mind Reading
"Она так посмотрела, она точно знает мой секрет.",Mind Reading
"Олар мені аңдып жүрген сияқты, маған күледі.",Mind Reading
"crying in the library bathroom rn lol.",Neutral / Venting
"Меня трясет перед этим выступлением, я не готов.",Neutral / Venting
"Шаршадым, бәрінен шаршадым, демалғым келеді.",Neutral / Venting
"My entire future depends on this one grade.",All-or-Nothing Thinking
"Я полное разочарование для своей семьи.",All-or-Nothing Thinking
"Мен ешқашан бай болмаймын, кедей болып өтемін.",All-or-Nothing Thinking
"She didn't laugh at my joke, she thinks I'm cringe.",Mind Reading
"Они не позвали меня на обед, они меня ненавидят.",Mind Reading
"Ол менімен сөйлескісі келмейді, мен оны мезі қылдым.",Mind Reading
"I literally can't do this anymore, it's too much.",Neutral / Venting
"Грустно, что лето закончилось и опять эта рутина.",Neutral / Venting
"Апай ұрысты, көңіл-күйім түсіп кетті.",Neutral / Venting
"I never do anything right.",All-or-Nothing Thinking
"Никто в этом мире меня не любит.",All-or-Nothing Thinking
"Менің қолымнан түк келмейді.",All-or-Nothing Thinking
"The interviewer looked bored, he thinks I'm incompetent.",Mind Reading
"Она не ответила на историю, я ей безразличен.",Mind Reading
"Олар мені сыйламайды деп ойлаймын.",Mind Reading
"missed the deadline by 1 minute, im so mad.",Neutral / Venting
"Просто хочется лежать и чтобы меня никто не трогал.",Neutral / Venting
"Қарным ашты, асханада тамақ дәмсіз.",Neutral / Venting
"It's always me who gets left behind.",All-or-Nothing Thinking
"Я никогда не стану нормальным программистом.",All-or-Nothing Thinking
"Мен ешқашан арықтамаймын.",All-or-Nothing Thinking
"They are speaking Kazakh so I won't understand them talking about me.",Mind Reading
"Он вздохнул, я его раздражаю.",Mind Reading
"Олар менің киіміме қарап күліп тұр.",Mind Reading
"my roommate is so loud i cant sleep.",Neutral / Venting
"Завалил собеседование, обидно до слез.",Neutral / Venting
"Ештеңе істегім келмейді, тек ұйықтасам деймін.",Neutral / Venting
"I'm a total failure as a human being.",All-or-Nothing Thinking
"Я всегда буду одинок.",All-or-Nothing Thinking
"Менің өмірімнің мәні жоқ.",All-or-Nothing Thinking
"She said she's busy, she just doesn't want to see me.",Mind Reading
"Он не смотрит мне в глаза, он врет или презирает.",Mind Reading
"Ол мені қызғаншақ деп ойлайды.",Mind Reading
"coffee spilled all over my notes fml.",Neutral / Venting
"Чувствую себя разбитым сегодня.",Neutral / Venting
"Автобус бұзылып қалды, сабаққа кешігетін болдым.",Neutral / Venting
"I totally bombed that presentation, everyone thinks I'm an idiot.",All-or-Nothing Thinking
"Если я не сдам этот проект, меня точно отчислят, и жизнь кончена.",All-or-Nothing Thinking
"Мен ешқашан дұрыс шешім қабылдай алмаймын, мен ақымақпын.",All-or-Nothing Thinking
"My crush didn't look at me today, he definitely hates me now.",Mind Reading
"Начальник не похвалил меня, он считает меня бесполезным.",Mind Reading
"Олар мені шақырмады, демек мені жек көреді.",Mind Reading
"I feel so drained, I can barely keep my eyes open.",Neutral / Venting
"Живот болит от стресса, не могу ничего есть.",Neutral / Venting
"Бүгін ауа райы жаман, көңіл-күйім де сондай.",Neutral / Venting
"If I make one mistake, I'm a complete failure.",All-or-Nothing Thinking
"Я всегда все усложняю, я невыносимый человек.",All-or-Nothing Thinking
"Менің өмірім ешқашан өзгермейді, бәрі нашар.",All-or-Nothing Thinking
"She's whispering to her friend, they are definitely mocking me.",Mind Reading
"Он не перезвонил, он думает, что я навязчивая.",Mind Reading
"Мұғалім маған қатал қарады, мені құлататын шығар.",Mind Reading
"I'm so behind on my assignments, I don't know where to start.",Neutral / Venting
"Так обидно, что я не прошел отбор в клуб.",Neutral / Venting
"Достарыммен ұрысып қалдым, өзімді жаман сезінемін.",Neutral / Venting
"Everyone else has their life figured out except me.",All-or-Nothing Thinking
"Я никогда не найду любовь, я обречен быть один.",All-or-Nothing Thinking
"Мені ешкім түсінбейді, мен жалғызбын.",All-or-Nothing Thinking
"They stopped talking when I entered, they must have been gossiping about me.",Mind Reading
"Она посмотрела на мои руки, она думает, что они уродливые.",Mind Reading
"Олар мені ақымақ деп ойлайды, өйткені мен үндемедім.",Mind Reading
"I just want to cry in my room all day.",Neutral / Venting
"Голова кружится от усталости, мне нужен отдых.",Neutral / Venting
"Ақша жетпей жатыр, не істерімді білмеймін.",Neutral / Venting
"My entire existence is a mistake.",All-or-Nothing Thinking
"Я всегда выбираю неправильный путь.",All-or-Nothing Thinking
"Мен ешқашан жетістікке жете алмаймын.",All-or-Nothing Thinking
"He didn't like my post, he thinks I'm ugly.",Mind Reading
"Они смеются, они точно надо мной смеются.",Mind Reading
"Ол маған жауап бермеді, мені елемейді.",Mind Reading
"I'm so overwhelmed with everything right now.",Neutral / Venting
"Чувствую себя таким одиноким в этом огромном городе.",Neutral / Venting
"Сабақ оқуға күшім жоқ, шаршадым.",Neutral / Venting
"I will never be good enough for my parents.",All-or-Nothing Thinking
"Я полный ноль в математике, я никогда не пойму это.",All-or-Nothing Thinking
"Менің болашағым бұлыңғыр, ештеңе жақсы болмайды.",All-or-Nothing Thinking
"The professor sighed when I answered, he thinks I'm stupid.",Mind Reading
"Она не позвала меня на день рождения, она меня ненавидит.",Mind Reading
"Олар мені қызықсыз деп ойлайды.",Mind Reading
"I feel like I'm drowning in work.",Neutral / Venting
"Так грустно, что каникулы закончились.",Neutral / Venting
"Бүгін ештеңеге үлгермедім, өзіме ренжулімін.",Neutral / Venting
"Everyone is judging me all the time.",All-or-Nothing Thinking
"Я никогда не смогу купить квартиру.",All-or-Nothing Thinking
"Мен ешқашан арықтай алмаймын, мен семізбін.",All-or-Nothing Thinking
"They are looking at my shoes, they think I'm poor.",Mind Reading
"Он не ответил на сообщение, он меня игнорирует.",Mind Reading
"Ол мені жақсы көрмейді деп ойлаймын.",Mind Reading
"I'm so tired of being tired.",Neutral / Venting
"Не могу найти мотивацию встать с постели.",Neutral / Venting
"Күн суық, жылы киім киюді ұмытып кеттім.",Neutral / Venting
"I always ruin everything good in my life.",All-or-Nothing Thinking
"Я никогда не стану счастливым, это невозможно.",All-or-Nothing Thinking
"Менің өмірім босқа өтіп жатыр.",All-or-Nothing Thinking
"She thinks I'm annoying because I talk too much.",Mind Reading
"Они думают, что я странный, потому что я молчу.",Mind Reading
"Ол мені жалқау деп ойлайды, өйткені мен кешігіп қалдым.",Mind Reading
"I feel really anxious about the future.",Neutral / Venting
"Так хочется просто исчезнуть на время.",Neutral / Venting
"Бүгін өте жаман күн болды.",Neutral / Venting
"Nothing ever goes my way.",All-or-Nothing Thinking
"Я полное разочарование.",All-or-Nothing Thinking
